1.151475621021180729e+00,3.744629844305114030e-02,1.688117667141622808e-03,5.128458978691708553e-02,5.755721900434117799e+00,1.578788173594090294e+00,1.487933106196980548e-01,3.111797119285480929e-04,3.369779097977561477e+00,3.731182741882466819e-02
7.796106602394630158e-01,9.536504409733445597e-02,1.486713496878327512e-03,3.876728769704531480e-02,8.260063663881895835e+00,2.377006902641833008e+00,5.458773219055987336e-02,8.231278076543721957e-04,2.181722011215639689e+00,5.708943994597202864e-02
1.348020076273396484e+00,4.091701492720359323e-02,6.033876166957189476e-04,4.454845485748697154e-02,4.065475413020207540e+00,2.408507550954282372e+00,8.850438910409919036e-02,2.590549010438604450e-04,3.506608599012187355e+00,5.778223419806412242e-02
1.107781490526979384e+00,4.724329929827943142e-02,9.184553055421227317e-04,4.617676228655441528e-02,4.730197514188512642e+00,2.521428718700399418e+00,5.681637108763276656e-02,7.147414055782329648e-04,1.022929114530447992e+00,9.370231694981361048e-02
1.655953376522603548e+00,6.377177541017500784e-02,1.354613808174118727e-03,2.207515780675272862e-02,5.886402678812197919e+00,6.700191720936021778e-01,1.204617777356644659e-01,4.074849788501864025e-04,3.756590195891205575e+00,5.229549125329274739e-02
1.507994538798204553e+00,3.308110574484340871e-02,1.102496974272415249e-03,3.511696286874081002e-02,3.552906202813979508e+00,2.310853110108215702e+00,4.694271752027806555e-02,4.101782963981345266e-04,2.537264952439907795e+00,5.315055162882487833e-02
1.629841139511778891e+00,5.725691461237764068e-02,1.043774009014842609e-03,6.603486692210180919e-02,5.277018447693698100e+00,1.737431007145568751e+00,1.350799904561285070e-01,7.251117621684054996e-04,3.689346324861801030e+00,7.728476614908919018e-02
1.094919110709471344e+00,3.998610170625043619e-02,1.356043760053562541e-03,4.541732289185925614e-02,6.292281679437098596e+00,1.348255548069936527e+00,4.135825638289458012e-02,7.285708361055394031e-04,1.119563386082334855e+00,5.536210510132161949e-02
9.043791353376018360e-01,8.307644619317139378e-02,1.938732071449926573e-03,3.742249467054352408e-02,7.631738731584818858e+00,1.695525278565961358e+00,1.233068893750910444e-01,9.334860060980550850e-04,2.819314364086546121e+00,5.154883638440139332e-02
6.136198287569215593e-01,7.472173297421025318e-02,1.740503674024140987e-03,6.240221052683991854e-02,5.620164385581027489e+00,2.587976026417428521e+00,6.918069761401232642e-02,8.178487506123229825e-04,3.657241308222872522e+00,5.156673428701707279e-02
1.479984934300949018e+00,6.460961130851833323e-02,1.712854986285219493e-03,4.251158296838489226e-02,8.233683758547176268e+00,2.393721668670619529e+00,1.053769235767742507e-01,7.513635656187508472e-04,1.237139818031331551e+00,6.299079276054785070e-02
1.564653071724763311e+00,8.700582768232570374e-02,1.147394572160834268e-03,2.244493944343368963e-02,8.794589765131089365e+00,2.220399383948278071e+00,7.750883829692195581e-02,5.526183160644595983e-04,2.263554062397489020e+00,5.025168776477451082e-02
1.337458197501874224e+00,6.344057546215997601e-02,1.098422590754664528e-03,6.878973552582001716e-02,3.826041532462684636e+00,1.964210026858165037e+00,1.592509491733070659e-01,7.594376870567438138e-04,2.781440789478478948e+00,4.441044163333177086e-02
9.366840752096131650e-01,7.953851939948283767e-02,1.615045206698886371e-03,5.411628993529198073e-02,5.368105393651400270e+00,1.734040640477079842e+00,8.171269010797049814e-02,6.021064113102272356e-04,1.454923015716185430e+00,7.352710250577665363e-02
1.217406896958852069e+00,6.696584506611069632e-02,1.678944067029623528e-03,6.570182271591466783e-02,5.962477568819634755e+00,2.446842140682972122e+00,1.415431686854232429e-01,6.613904477280479772e-04,1.755665353476807855e+00,8.835094898967368882e-02
1.957241445278448122e+00,5.018676413014692972e-02,1.981423518674374669e-03,3.490669197418210662e-02,4.069419042568739542e+00,2.129346249217940468e+00,9.416789877550614529e-02,6.368229947905457242e-04,2.602252589378490466e+00,8.842926837285904063e-02
8.845011028807207021e-01,4.014487093608890000e-02,1.028700275151189607e-03,7.423128635027227695e-02,4.932683730308355052e+00,2.423522934999048140e+00,1.167255740247834794e-01,9.098734111677527934e-04,1.533247935758046410e+00,3.262545936171019206e-02
1.166702236095418899e+00,6.976977169442055704e-02,1.267461824790233399e-03,4.831235772906195686e-02,6.240279876404691173e+00,1.193234754397437758e+00,6.747556315847011432e-02,9.182605347774482974e-04,1.026078407513961954e+00,4.977723504209570493e-02
1.869285807077989858e+00,4.251469939070249421e-02,1.289664767583840500e-03,6.782594510516101738e-02,5.047844989101568203e+00,1.015205544027299567e+00,1.234775598173842304e-01,2.502339644219161757e-04,3.644761093437713928e+00,3.346400930584381844e-02
1.316421412897978538e+00,9.767903851259809866e-02,8.767216872727969521e-04,6.108341979108658504e-02,6.265565760721434785e+00,1.804922780359556445e+00,4.136518074388136068e-02,8.453831036515782127e-04,3.992915292946410677e+00,8.045911698027245762e-02
1.431193236206090624e+00,8.365814004438973384e-02,6.181882662844281938e-04,2.532970873611889440e-02,7.805754076858479884e+00,2.642251599388299788e+00,1.475458405316735222e-01,8.839681784841890754e-04,3.937010378938062161e+00,6.997100325820687639e-02
1.078212848738840490e+00,7.544230468165888381e-02,9.581863459588891175e-04,7.151406993481729257e-02,6.772035368786165854e+00,2.109243541072534089e+00,1.373717237165126559e-01,5.960837453692971726e-04,3.549138893240406212e+00,6.323171174982691878e-02
5.747059417579816198e-01,9.522242991542317903e-02,9.473854740877204941e-04,3.295882586820524096e-02,7.672774881519694112e+00,1.944194898397670901e+00,1.365924404874287457e-01,8.397639565698586861e-04,3.653732372167158182e+00,7.056036123053946452e-02
1.897423463956574130e+00,9.170666258621865130e-02,7.181400807217566771e-04,2.185071210672313857e-02,4.658854918830243719e+00,2.354716056292871507e+00,1.105635485999181544e-01,7.458954363701703581e-04,2.594065408961576669e+00,3.612858621190914027e-02
1.021735771748032651e+00,2.876250948322077103e-02,1.131825423054402206e-03,2.265959911844932229e-02,4.134160448251456010e+00,7.611655614108857604e-01,5.558301554196452832e-02,4.469635568819107932e-04,1.408313862048048204e+00,1.191861141993895978e-01
8.366978011759089728e-01,7.035155317918935503e-02,1.645174563513387110e-03,5.284011258660004096e-02,6.639092399860149207e+00,7.617740601527520639e-01,1.500966929064673772e-01,9.449556303455423998e-04,3.442253524452813185e+00,8.717579381160461827e-02
1.777948668416945877e+00,7.111671204416537828e-02,9.082229807689620087e-04,2.770204633224080878e-02,5.566457482201975004e+00,2.590160432172179394e+00,1.318545252881417884e-01,6.382618168851892596e-04,1.914492870019774529e+00,1.046091177727089955e-01
1.917462778220063946e+00,9.719477942555301841e-02,6.808209924071685452e-04,2.564395142561029517e-02,5.111467120477859893e+00,1.973436623564384096e+00,1.521385945089020753e-01,9.130631802106929217e-04,2.654684626078315013e+00,4.661123409901149484e-02
1.058989152331701877e+00,6.284926816750548151e-02,9.653813479535848551e-04,4.907623828009687050e-02,4.689751839698745428e+00,1.951022147147685404e+00,8.395135262415399924e-02,2.732995460198460501e-04,2.015927786929232468e+00,1.100565870508216915e-01
1.754656430067050188e+00,8.027887011556800179e-02,1.937037105359463735e-03,6.584587109826987861e-02,2.349232162891900622e+00,2.654464015499886642e+00,1.563347868858792622e-01,4.149909318305828113e-04,2.385119850231128602e+00,5.286311021521602344e-02
1.751033617606830184e+00,9.139464862166185588e-02,1.198262262619328479e-03,3.529922256657476443e-02,6.453610686681976460e+00,1.435960272988503483e+00,6.680427724233674314e-02,4.728191818601456230e-04,2.088993812800048033e+00,6.505056974334687270e-02
5.715473080461296318e-01,9.255051888924739623e-02,1.987861307320153322e-03,3.370273760644879740e-02,6.524637908548604592e+00,2.315121253236542831e+00,7.701461078519089565e-02,2.779738140415009178e-04,2.850448137718557540e+00,1.071311066719191490e-01
6.216874684033524279e-01,6.271375654029653912e-02,1.700439273044949051e-03,2.837963503387170780e-02,6.848581386919295966e+00,2.521451879890629133e+00,1.086519136147935938e-01,9.051731911366897023e-04,1.484636350111324887e+00,9.761506491430765875e-02
1.119440999758094524e+00,3.241417352814342234e-02,1.920858707624383032e-03,4.711411349829563999e-02,7.048621592321371310e+00,2.523377861502079877e+00,1.503017069339474265e-01,4.201677833886414363e-04,3.565881992403705070e+00,6.590040203393256191e-02
5.320422420413213338e-01,4.186841524361518962e-02,7.058388888280794698e-04,5.405983715467815170e-02,8.756508232078511256e+00,7.189109788055740857e-01,7.748232496192936081e-02,3.934138645081254691e-04,1.024738604700686784e+00,3.761396899366516861e-02
1.944990720823136510e+00,3.455531779476976595e-02,1.254717717152216763e-03,4.573438112810970790e-02,6.695137657131772890e+00,1.519550059793058239e+00,1.025119294338130427e-01,4.721621555336563041e-04,2.482901320903603271e+00,7.302246614695327709e-02
1.495594894671478547e+00,7.005189667659739161e-02,1.318094691104382179e-03,3.761980475881451791e-02,2.283159515853960819e+00,2.055871747347890910e+00,6.373634125880001111e-02,9.160459207811248381e-04,2.931321407169831694e+00,7.748921221853474761e-02
1.794696623316235806e+00,5.584199557079261994e-02,1.836248341867310029e-03,3.766131751716207676e-02,7.707977412369563908e+00,1.580797990779562845e+00,4.318960229242654880e-02,8.109957193795418401e-04,2.963557643200728009e+00,1.156289165493871451e-01
6.156798799465665883e-01,8.138083255239875191e-02,9.045160945440146099e-04,5.838587247474438108e-02,7.430002764177344510e+00,2.546431007160341764e+00,1.346499210938400248e-01,7.389564768328563257e-04,2.364356243471118280e+00,8.818470051242163765e-02
1.571278338846077594e+00,7.343500559118822102e-02,1.508222301960605860e-03,7.154341186831408850e-02,5.198112544264797741e+00,7.193550255214539169e-01,9.161569111559986212e-02,3.833829289137011503e-04,1.420724627993976474e+00,1.064662011608510650e-01
1.968605839252679734e+00,2.792969318392354156e-02,1.080879402815318729e-03,3.811428553960970189e-02,6.913393003107586310e+00,1.333862656523684187e+00,7.848780188039128358e-02,7.844956331742313242e-04,3.132969741821044707e+00,7.154689906988984105e-02
7.986740610299289944e-01,9.328669175861470375e-02,1.671129286444714666e-03,5.181699485372542879e-02,5.864195513046148278e+00,1.552482616563304330e+00,8.725796695308220274e-02,4.065822706457587928e-04,2.017145996988084722e+00,3.823525645242319138e-02
7.682211932647140529e-01,9.242145145607230661e-02,1.196765470924965064e-03,3.429203834426437086e-02,7.054652284144721897e+00,1.857076254181076802e+00,7.310185180402276051e-02,6.412886645717902345e-04,2.972309372714270204e+00,1.138662424975576126e-01
1.586379749326084054e+00,9.242576982076416980e-02,1.109813909483581404e-03,6.080123879671581189e-02,5.120366519350698198e+00,1.154582262934529702e+00,1.486745575452972645e-01,3.185917490893429229e-04,1.684140427359746006e+00,1.002739779400119019e-01
1.965345874460920461e+00,5.354375915202063546e-02,1.689428991643847095e-03,6.871215671321038998e-02,8.390471168003747593e+00,2.317267038963096049e+00,9.589020402458578451e-02,5.401130191802754749e-04,3.210137999502596262e+00,5.240157481337175821e-02
1.053642766635169092e+00,4.457423587760166173e-02,9.485196023392978952e-04,4.542196516356770269e-02,7.675860952338578791e+00,1.267480211097945730e+00,1.404248922600807858e-01,6.737943209516616440e-04,2.329438714619743500e+00,8.011378383337065812e-02
1.120081644398037035e+00,5.671624425392055718e-02,7.449421768689695137e-04,7.090249321359183565e-02,6.280576573678119168e+00,1.035970234575064319e+00,9.309543120990357301e-02,9.544481110082987923e-04,1.409119084660351628e+00,1.184749700432531638e-01
5.683689225736583417e-01,9.401903315158585683e-02,6.313099826007987237e-04,7.589290108442617311e-02,8.294185168935428010e+00,2.628880479034537920e+00,1.254463081128668611e-01,2.682090478158727820e-04,3.699187218031048108e+00,3.369606222361844206e-02
1.045522335246829027e+00,6.137747961552534465e-02,1.398749036732621414e-03,6.157811852989302642e-02,3.220111750935531703e+00,2.040515144817692139e+00,1.090237507446639442e-01,8.379760434072586238e-04,3.329597406388004277e+00,8.312395028760988236e-02
1.736366967849529264e+00,9.950617528060007322e-02,7.447235558844605106e-04,3.379773262018145874e-02,7.259816571820285169e+00,1.873644912965469311e+00,1.436634651554937192e-01,6.728545374660677104e-04,1.245913860463722767e+00,3.470417196123951054e-02
8.814915508667124922e-01,9.016520011335998896e-02,7.460214419886853753e-04,3.067999717642359847e-02,5.111671533460230066e+00,1.623421342330690242e+00,1.118362571284741702e-01,5.294427878298269604e-04,3.523341204197229182e+00,9.513107729931116752e-02
1.830615563766121001e+00,7.812388405063223906e-02,9.909424649559993477e-04,7.941409956718509244e-02,6.950053837433388004e+00,6.656054287485745347e-01,1.559295191412580495e-01,6.184595567625113342e-04,3.737433117262161097e+00,5.786780936391667379e-02
1.871064516981658210e+00,8.953375189203827134e-02,1.966122757728360360e-03,2.091585034353387468e-02,8.450231194469203899e+00,1.847812487076619714e+00,1.489799700199402333e-01,4.462356430544098642e-04,2.367714085189775552e+00,1.056673318778637016e-01
5.387827271582624755e-01,9.955896414040985021e-02,1.087431507727175438e-03,4.333127490142154453e-02,7.097381983508617154e+00,2.309524766205598212e+00,1.333049969237840859e-01,5.142390586281020415e-04,3.799581714574833846e+00,3.290484279989353000e-02
6.201323634289306330e-01,3.475496536065096620e-02,1.062576778443746501e-03,4.798272099571616184e-02,5.655596397829291355e+00,2.461282429382244619e+00,4.457522969637495863e-02,2.896161971255391721e-04,3.952376789084506292e+00,7.871124701311436878e-02
1.293978402907832947e+00,7.164834258727759142e-02,1.837900330860225669e-03,3.319099947814205254e-02,6.724575117734413965e+00,8.768907454121630529e-01,1.414022779613946512e-01,9.896530554272353446e-04,1.187326199387686909e+00,5.883998193848734987e-02
1.342749038751835045e+00,3.749982093893815260e-02,9.227767920533111110e-04,4.113458692681437601e-02,3.633322063062350171e+00,8.991112945760019182e-01,4.604719278265202026e-02,5.453977675731998612e-04,2.422964998741957032e+00,1.171477275388283501e-01
1.567776077685377523e+00,9.271212678485082903e-02,9.341079986019564354e-04,6.184732024237316050e-02,2.418559842292024697e+00,2.145523426984834892e+00,1.214115851809980384e-01,4.237784528994182525e-04,1.570047263093366174e+00,4.399149162906340615e-02
1.890403596327157931e+00,8.080981251341558258e-02,8.500755181762062029e-04,6.717956971481686690e-02,2.451925754415644754e+00,1.669374097831522130e+00,1.561444693844435128e-01,4.354966264384132471e-04,3.809160474021147991e+00,1.127783450179221936e-01
1.660688193589002992e+00,8.759592835167911984e-02,1.762339174151961218e-03,3.240733972062635748e-02,4.359079644224497230e+00,9.322563806246096929e-01,5.013303942028346505e-02,3.910609800808524531e-04,3.553863179024682850e+00,7.755511445418845906e-02
1.424096910972060703e+00,9.435528326829190071e-02,1.790271810102426727e-03,5.773458233423536118e-02,8.333186419432411896e+00,1.320289890482176265e+00,1.429038419109307234e-01,9.625529151985669782e-04,3.478072335074013921e+00,1.180559332328573741e-01
1.284610239358492834e+00,9.348270051500265354e-02,1.077112179771666164e-03,5.753091588696918751e-02,5.506276683239281766e+00,1.830994077103217599e+00,1.157479682480761773e-01,2.656213997336312428e-04,3.701415578271223694e+00,1.015731944140949444e-01
9.584611098669206797e-01,9.446149778223736360e-02,5.285032920381003453e-04,2.065072774508372455e-02,6.938155860233937489e+00,1.164943985770104273e+00,1.396629759122375580e-01,8.964256876560043608e-04,3.765590094562660806e+00,1.181185923106026769e-01
1.783181497859316789e+00,5.636521200342705512e-02,9.522175315139144725e-04,7.516778268167575994e-02,6.387388863899692737e+00,2.310069099780344803e+00,8.829171612985375894e-02,3.533877004226300346e-04,1.160709818717261754e+00,5.168523811768742371e-02
1.369589153935845793e+00,7.398056666693930694e-02,1.627350784746501135e-03,4.115573569989525171e-02,3.275468628070697719e+00,1.029097609433297977e+00,9.063286301388925881e-02,8.760522081080489082e-04,3.790073142046038512e+00,9.675567049183519952e-02
5.112893317639511936e-01,5.174737205387031080e-02,5.664725222031739794e-04,4.149735656763041403e-02,8.014882259180300395e+00,1.770975669692155918e+00,9.066985316167933129e-02,2.743623827843488143e-04,3.990282979661369467e+00,6.864513256056001267e-02
1.036289779490874974e+00,7.552253112816811886e-02,1.270404892071146704e-03,3.684475219161333082e-02,4.840907063592056581e+00,1.019594567862708745e+00,5.043923989254676249e-02,3.666321273003992623e-04,1.557901923908914688e+00,4.663326164806683161e-02
